listing_id,date
242188,2019-03-10
242188,2019-03-13
242188,2019-03-17
242188,2019-03-20
242188,2019-03-24
242188,2019-04-21
242188,2019-04-30
242188,2019-05-07
242188,2019-05-13
242188,2019-05-19
242188,2019-05-21
242188,2019-05-23
242188,2019-05-26
242188,2019-05-28
242188,2019-05-30
242188,2019-06-02
242188,2019-06-10
242188,2019-06-14
242188,2019-06-16
242188,2019-06-20
242188,2019-06-23
242188,2019-07-02
242188,2019-07-09
242188,2019-07-12
242188,2019-07-29
242188,2019-08-13
242188,2019-08-19
259025,2011-11-23
259025,2011-12-22
259025,2012-01-02
259025,2012-01-31
259025,2012-02-19
259025,2012-03-20
259025,2012-04-01
259025,2012-04-06
259025,2012-04-21
259025,2012-05-10
259025,2012-05-16
259025,2012-05-30
259025,2012-06-04
259025,2012-06-12
259025,2012-06-18
259025,2012-06-30
259025,2012-07-05
259025,2012-07-14
259025,2012-07-22
259025,2012-07-26
259025,2012-08-21
259025,2012-10-15
259025,2012-10-29
259025,2012-11-19
259025,2012-11-26
259025,2012-12-27
259025,2013-01-15
259025,2013-05-06
259025,2013-05-29
259025,2013-06-07
259025,2013-06-22
259025,2013-07-01
259025,2013-07-07
259025,2013-07-15
259025,2013-07-18
259025,2013-07-30
259025,2013-08-08
259025,2013-08-11
259025,2013-08-21
259025,2013-08-26
259025,2013-09-07
259025,2013-09-19
259025,2013-10-14
259025,2013-12-09
259025,2014-02-15
259025,2014-05-12
259025,2014-07-03
259025,2014-07-07
259025,2014-07-14
259025,2014-07-23
259025,2014-08-24
259025,2014-08-28
259025,2014-09-03
259025,2015-05-04
259025,2015-05-19
259025,2015-05-27
259025,2015-06-15
259025,2015-06-17
259025,2015-07-16
259025,2015-11-08
259722,2012-03-01
259722,2012-04-03
259722,2012-05-03
259722,2012-07-01
259722,2012-08-22
259722,2012-09-30
259722,2013-05-27
259722,2013-06-03
259722,2013-08-04
259722,2014-06-01
259722,2014-06-17
259722,2014-09-04
259722,2015-01-01
259722,2015-04-14
259722,2015-05-14
259722,2016-09-25
259722,2016-09-30
259722,2017-01-02
259722,2017-04-14
259722,2018-06-09
259722,2018-09-14
259722,2019-02-07
259722,2019-05-13
273906,2012-07-19
273906,2013-01-01
273906,2013-08-03
273906,2015-05-15
273906,2016-06-14
273906,2016-09-12
273906,2017-07-31
273906,2018-07-07
274876,2012-04-29
274876,2012-05-24
274876,2012-06-24
274876,2012-07-29
274876,2012-08-15
274876,2012-08-22
274876,2012-08-28
274876,2012-09-17
274876,2013-01-03
274876,2013-04-25
274876,2013-04-29
274876,2013-05-13
274876,2013-05-26
274876,2013-06-06
274876,2013-07-01
274876,2013-07-06
274876,2013-07-15
274876,2013-07-24
274876,2013-08-06
274876,2013-08-20
274876,2013-08-24
274876,2013-08-31
274876,2013-09-16
274876,2013-12-28
274876,2014-01-02
274876,2014-02-10
274876,2014-02-14
274876,2014-04-27
274876,2014-06-03
274876,2014-06-24
274876,2014-07-01
274876,2014-07-08
274876,2014-07-17
274876,2014-07-23
274876,2014-08-27
274876,2014-09-05
274876,2014-10-06
274876,2014-12-02
274876,2015-02-09
274876,2015-05-03
274876,2015-06-17
274876,2015-06-24
274876,2015-07-06
274876,2015-07-13
274876,2015-07-21
274876,2015-08-04
274876,2015-08-10
274876,2015-08-16
274876,2015-08-31
274876,2015-09-12
274876,2015-09-14
274876,2016-07-05
274876,2016-07-09
274876,2016-08-09
274876,2016-08-29
274876,2016-09-01
274876,2016-09-06
274876,2016-10-02
274876,2016-12-29
274876,2017-05-29
274876,2017-06-05
274876,2017-06-28
274876,2017-07-06
274876,2017-07-28
274876,2017-08-03
274876,2017-08-09
274876,2017-08-13
274876,2017-08-19
274876,2017-09-05
274876,2017-10-01
274876,2017-12-04
274876,2018-03-26
274876,2018-05-12
274876,2018-05-27
274876,2018-06-13
274876,2018-06-17
274876,2018-06-22
274876,2018-06-27
274876,2018-07-08
274876,2018-07-15
274876,2018-07-24
274876,2018-07-28
274876,2018-08-04
274876,2018-08-08
274876,2018-08-15
274876,2018-08-23
274876,2018-08-28
274876,2018-09-02
274876,2018-09-09
274876,2018-09-17
274876,2018-09-30
274876,2019-04-29
274876,2019-05-05
274876,2019-05-13
274876,2019-05-26
274876,2019-05-30
274876,2019-06-02
274876,2019-06-10
274876,2019-06-18
274876,2019-06-24
274876,2019-06-28
274876,2019-07-02
274876,2019-07-06
274876,2019-07-12
274876,2019-07-27
274876,2019-08-05
274876,2019-08-11
274876,2019-08-16
274876,2019-08-22
278311,2011-12-16
278311,2012-03-04
278311,2012-05-28
278311,2012-06-03
278311,2012-06-08
278311,2012-07-09
278311,2012-07-21
278311,2012-07-26
278311,2012-08-21
278311,2012-08-28
278311,2012-09-04
278311,2012-09-25
278311,2012-10-08
278311,2012-10-20
278311,2012-11-18
278311,2012-12-25
278311,2013-01-05
278311,2013-03-04
278311,2013-03-23
278311,2013-03-26
278311,2013-04-07
278311,2013-04-12
278311,2013-04-22
278311,2013-05-05
278311,2013-05-09
278311,2013-06-04
278311,2013-06-26
278311,2013-07-09
278311,2013-07-14
278311,2013-08-20
278311,2013-09-13
278311,2013-09-29
278311,2013-10-09
278311,2013-10-20
278311,2013-11-18
278311,2014-06-17
278311,2014-08-18
278311,2014-09-05
278311,2015-06-16
278311,2015-07-29
278311,2016-03-16
278311,2016-03-20
278311,2016-04-09
278311,2017-05-26
278311,2018-07-18
278311,2018-07-21
278311,2018-08-19
278311,2018-09-23
278311,2018-09-30
278311,2019-05-19
278311,2019-06-22
283446,2012-07-03
283446,2012-07-05
283446,2012-07-12
283446,2012-07-18
283446,2012-07-23
283446,2012-08-21
283446,2012-08-24
283446,2012-08-27
283446,2012-09-10
283446,2012-09-14
283446,2012-09-17
283446,2012-09-25
283446,2012-09-28
283446,2012-10-02
283446,2012-10-06
283446,2012-10-15
283446,2012-10-21
283446,2012-10-24
283446,2012-10-29
283446,2012-11-02
283446,2012-11-05
283446,2012-11-07
283446,2012-11-21
283446,2012-11-30
283446,2012-12-24
283446,2012-12-30
283446,2013-06-16
283446,2013-08-03
283446,2013-08-04
283446,2013-08-10
283446,2013-08-11
283446,2013-08-17
283446,2013-08-21
283446,2013-08-27
283446,2013-08-30
283446,2014-09-05
283446,2014-09-07
283446,2014-09-09
283446,2014-09-16
283446,2014-10-25
283446,2014-11-03
283446,2014-11-11
283446,2014-11-16
283446,2014-11-18
283446,2014-11-24
283446,2014-11-26
283446,2014-11-30
283446,2015-01-25
283446,2015-04-30
283446,2015-05-02
283446,2015-05-16
283446,2015-05-21
283446,2015-05-23
283446,2015-05-25
283446,2015-05-27
283446,2015-06-01
283446,2015-06-05
283446,2015-06-07
283446,2015-06-09
283446,2015-06-11
283446,2015-06-14
283446,2015-06-19
283446,2015-06-27
283446,2015-07-05
283446,2015-07-09
283446,2015-07-19
283446,2015-08-08
283446,2015-08-13
283446,2015-08-15
283446,2015-08-18
283446,2015-08-19
283446,2015-08-20
283446,2015-08-23
283446,2015-08-26
283446,2015-09-08
283446,2015-09-09
283446,2015-09-16
283446,2016-02-01
283446,2016-05-07
283446,2016-06-15
283446,2016-06-18
283446,2016-06-20
283446,2016-06-27
283446,2016-07-01
283446,2016-07-03
283446,2016-07-05
283446,2016-07-10
283446,2016-07-10
283446,2016-07-22
283446,2016-07-26
283446,2016-07-30
283446,2016-08-01
283446,2016-08-05
283446,2016-08-08
283446,2016-08-19
283446,2016-08-28
283446,2016-08-31
283446,2017-05-26
283446,2017-05-28
283446,2017-05-31
283446,2017-10-03
283446,2017-10-08
283446,2018-09-05
283446,2018-10-28
299154,2013-06-16
299154,2013-06-20
299154,2013-06-22
299154,2013-07-01
299154,2013-07-05
299154,2013-07-11
299154,2013-07-12
299154,2013-07-15
299154,2013-07-16
299154,2013-07-18
299154,2013-07-24
299154,2013-07-29
299154,2013-07-30
299154,2013-08-07
299154,2013-08-10
299154,2013-08-13
299154,2013-08-19
299154,2013-08-21
299154,2013-08-28
299154,2013-08-31
299154,2013-09-03
299154,2013-09-07
299154,2013-09-25
299154,2013-10-01
299154,2013-10-07
299154,2013-10-20
299154,2013-10-22
299154,2013-10-26
299154,2013-11-12
299154,2013-11-23
299154,2013-11-26
299154,2013-11-30
299154,2013-12-10
299154,2013-12-21
299154,2013-12-24
299154,2014-01-03
299154,2014-01-28
299154,2014-02-03
299154,2014-02-07
299154,2014-02-08
299154,2014-02-17
299154,2014-03-28
299154,2014-04-04
299154,2014-04-13
299154,2014-04-16
299154,2014-04-30
299154,2014-05-13
299154,2014-05-16
299154,2014-05-19
299154,2014-05-31
299154,2014-06-02
299154,2014-06-06
299154,2014-06-14
299154,2014-06-26
299154,2014-06-29
299154,2014-07-06
299154,2014-07-08
299154,2014-07-14
299154,2014-08-03
299154,2014-08-09
299154,2014-08-16
299154,2014-08-26
299154,2014-08-28
299154,2014-09-01
299154,2014-09-02
299154,2014-09-06
299154,2014-09-09
299154,2014-09-10
299154,2014-09-14
299154,2014-09-17
299154,2014-09-19
299154,2014-09-22
299154,2014-09-25
299154,2014-09-28
299154,2014-10-07
299154,2014-10-10
299154,2014-10-23
299154,2014-10-25
299154,2014-10-27
299154,2014-10-30
299154,2014-11-06
299154,2014-11-07
299154,2014-11-15
299154,2014-11-17
299154,2014-11-18
299154,2014-11-24
299154,2014-11-27
299154,2014-11-30
299154,2014-12-02
299154,2014-12-05
299154,2014-12-07
299154,2014-12-09
299154,2014-12-21
299154,2014-12-26
299154,2015-01-07
299154,2015-01-08
299154,2015-01-23
299154,2015-01-25
299154,2015-01-29
299154,2015-02-02
299154,2015-02-15
299154,2015-02-23
299154,2015-02-26
299154,2015-03-05
299154,2015-03-20
299154,2015-03-21
299154,2015-03-23
299154,2015-03-26
299154,2015-03-31
299154,2015-04-07
299154,2015-04-09
299154,2015-04-12
299154,2015-04-20
299154,2015-04-24
299154,2015-04-26
299154,2015-04-29
299154,2015-05-08
299154,2015-05-10
299154,2015-05-17
299154,2015-05-19
299154,2015-05-20
299154,2015-05-21
299154,2015-05-25
299154,2015-05-27
299154,2015-06-04
299154,2015-06-13
299154,2015-06-15
299154,2015-06-18
299154,2015-06-23
299154,2015-06-27
299154,2015-07-06
299154,2015-07-09
299154,2015-07-11
